Institution Name,State,Year,Revenue
Florida Atlantic University,Florida,2006,396754582
Florida Atlantic University,Florida,2005,415810007
Florida Atlantic University,Florida,2004,358184711
Florida Atlantic University,Florida,2003,355323140
Florida Atlantic University,Florida,2002,329704055
Florida Gateway College,Florida,2022,38113869
Florida Gateway College,Florida,2021,38728106
Florida Gateway College,Florida,2020,27971252
Florida Gateway College,Florida,2019,28040617
Florida Gateway College,Florida,2018,32224377
Florida Gateway College,Florida,2017,26173910
Florida Gateway College,Florida,2016,24983826
Florida Gateway College,Florida,2015,25293148
Florida Gateway College,Florida,2014,25567868
Florida Gateway College,Florida,2013,25402586
Florida Gateway College,Florida,2012,26123866
Florida Gateway College,Florida,2011,29205890
Florida Gateway College,Florida,2010,27229088
Florida Gateway College,Florida,2009,32753804
Florida Gateway College,Florida,2008,29585959
Florida Gateway College,Florida,2007,30789813
Florida Gateway College,Florida,2006,27783184
Florida Gateway College,Florida,2005,22776909
Florida Gateway College,Florida,2004,20999171
Florida Gateway College,Florida,2003,19504999
Florida Gateway College,Florida,2002,21505141
Florida Gulf Coast University,Florida,2022,340868725
Florida Gulf Coast University,Florida,2021,320778896
Florida Gulf Coast University,Florida,2020,291127502
Florida Gulf Coast University,Florida,2019,281308395
Florida Gulf Coast University,Florida,2018,252638208
Florida Gulf Coast University,Florida,2017,239670384
Florida Gulf Coast University,Florida,2016,227465720
Florida Gulf Coast University,Florida,2015,216761163
Florida Gulf Coast University,Florida,2014,203461592
Florida Gulf Coast University,Florida,2013,180950870
Florida Gulf Coast University,Florida,2012,170948181
Florida Gulf Coast University,Florida,2011,192581260
Florida Gulf Coast University,Florida,2010,157969155
Florida Gulf Coast University,Florida,2009,163187302
Florida Gulf Coast University,Florida,2008,178768998
Florida Gulf Coast University,Florida,2007,160919096
Florida Gulf Coast University,Florida,2006,125644928
Florida Gulf Coast University,Florida,2005,93147754
Florida Gulf Coast University,Florida,2004,83803501
Florida Gulf Coast University,Florida,2003,83873484
Florida Gulf Coast University,Florida,2002,78000089
Florida International University,Florida,2022,1262265363
Florida International University,Florida,2021,1203332901
Florida International University,Florida,2020,1118391344
Florida International University,Florida,2019,1092712460
Florida International University,Florida,2018,1052518337
Florida International University,Florida,2017,967070478
Florida International University,Florida,2016,940019943
Florida International University,Florida,2015,891899781
Florida International University,Florida,2014,915069607
Florida International University,Florida,2013,831655322
Florida International University,Florida,2012,783954565
Florida International University,Florida,2011,773531134
Florida International University,Florida,2010,714363383
Florida International University,Florida,2009,644086062
Florida International University,Florida,2008,623944972
Florida International University,Florida,2007,603436934
Florida International University,Florida,2006,551290827
Florida International University,Florida,2005,516166698
Florida International University,Florida,2004,449738766
Florida International University,Florida,2003,410400632
Florida International University,Florida,2002,386350946
Florida SouthWestern State College,Florida,2022,146097773
Florida SouthWestern State College,Florida,2021,118079266
Florida SouthWestern State College,Florida,2020,112225610
Florida SouthWestern State College,Florida,2019,110713949
Florida SouthWestern State College,Florida,2018,114906160
Florida SouthWestern State College,Florida,2017,103115416
Florida SouthWestern State College,Florida,2016,100964839
Florida SouthWestern State College,Florida,2015,106441312
Florida SouthWestern State College,Florida,2014,94378912
Florida SouthWestern State College,Florida,2013,88527019
Florida SouthWestern State College,Florida,2012,94607917
Florida SouthWestern State College,Florida,2011,99625894
Florida SouthWestern State College,Florida,2010,85206807
Florida SouthWestern State College,Florida,2009,90184898
Florida SouthWestern State College,Florida,2008,69990610
Florida SouthWestern State College,Florida,2007,60701647
Florida SouthWestern State College,Florida,2006,52245432
Florida SouthWestern State College,Florida,2005,51806601
Florida SouthWestern State College,Florida,2004,48195451
Florida SouthWestern State College,Florida,2003,45995505
Florida SouthWestern State College,Florida,2002,53276471
Florida State College at Jacksonville,Florida,2022,231409233
Florida State College at Jacksonville,Florida,2021,204789658
Florida State College at Jacksonville,Florida,2020,191760116
Florida State College at Jacksonville,Florida,2019,190568589
Florida State College at Jacksonville,Florida,2018,179862209
Florida State College at Jacksonville,Florida,2017,182546308
Florida State College at Jacksonville,Florida,2016,187464850
Florida State College at Jacksonville,Florida,2015,188358771
Florida State College at Jacksonville,Florida,2014,200241867
Florida State College at Jacksonville,Florida,2013,200468649
Florida State College at Jacksonville,Florida,2012,208176387
Florida State College at Jacksonville,Florida,2011,222943924
Florida State College at Jacksonville,Florida,2010,208648192
Florida State College at Jacksonville,Florida,2009,214516418
Florida State College at Jacksonville,Florida,2008,203879793
Florida State College at Jacksonville,Florida,2007,183271663
Florida State College at Jacksonville,Florida,2006,178550584
Florida State College at Jacksonville,Florida,2005,164203614
Florida State College at Jacksonville,Florida,2004,149339178
Florida State College at Jacksonville,Florida,2003,135705382
Florida State College at Jacksonville,Florida,2002,152935561
Florida State University,Florida,2022,1711622197
Florida State University,Florida,2021,1465996773
Florida State University,Florida,2020,1428611093
Florida State University,Florida,2019,1436697131
Florida State University,Florida,2018,1319631249
Florida State University,Florida,2017,1172488824
Florida State University,Florida,2016,1183798507
Florida State University,Florida,2015,1128649111
Florida State University,Florida,2014,1107091094
Florida State University,Florida,2013,985313783
Florida State University,Florida,2012,1013993425
Florida State University,Florida,2011,1074684457
Florida State University,Florida,2010,997046730
Florida State University,Florida,2009,973763689
Florida State University,Florida,2008,1031973104
Florida State University,Florida,2007,1062253804
Florida State University,Florida,2006,846610795
Florida State University,Florida,2005,859090540
Florida State University,Florida,2004,779436903
Florida State University,Florida,2003,732595000
Florida State University,Florida,2002,674192632
Fort Hays State University,Kansas,2022,162161188
Fort Hays State University,Kansas,2021,153342030
Fort Hays State University,Kansas,2020,152885787
Fort Hays State University,Kansas,2019,150742071
Fort Hays State University,Kansas,2018,140486404
Fort Hays State University,Kansas,2017,136570497
Fort Hays State University,Kansas,2016,136482039
Fort Hays State University,Kansas,2015,129051230
Fort Hays State University,Kansas,2014,123293592
Fort Hays State University,Kansas,2013,120342065
Fort Hays State University,Kansas,2012,114921887
Fort Hays State University,Kansas,2011,110364530
Fort Hays State University,Kansas,2010,98162287
Fort Hays State University,Kansas,2009,96941016
Fort Hays State University,Kansas,2008,89871167
Fort Hays State University,Kansas,2007,81993731
Fort Hays State University,Kansas,2006,74339675
Fort Hays State University,Kansas,2005,70362465
Fort Hays State University,Kansas,2004,64717966
Fort Hays State University,Kansas,2003,59805525
Fort Hays State University,Kansas,2002,62015039
Fort Lewis College,Colorado,2022,108351475
Fort Lewis College,Colorado,2021,90982274
Fort Lewis College,Colorado,2020,80772567
Fort Lewis College,Colorado,2019,77664593
Fort Lewis College,Colorado,2018,73591044
Fort Lewis College,Colorado,2017,77623118
Fort Lewis College,Colorado,2016,94359972
Fort Lewis College,Colorado,2015,78596337
Fort Lewis College,Colorado,2014,72238952
Fort Lewis College,Colorado,2013,66877100
Fort Lewis College,Colorado,2012,64264753
Fort Lewis College,Colorado,2011,70396093
Fort Lewis College,Colorado,2010,71959819
Fort Lewis College,Colorado,2009,70283664
Fort Lewis College,Colorado,2008,63441504
Fort Lewis College,Colorado,2007,54465585
Fort Lewis College,Colorado,2006,51658797
Fort Lewis College,Colorado,2005,49807280
Fort Lewis College,Colorado,2004,49010361
Fort Lewis College,Colorado,2003,54600271
Fort Lewis College,Colorado,2002,51904910
Fort Valley State University,Georgia,2022,104841747
Fort Valley State University,Georgia,2021,95049537
Fort Valley State University,Georgia,2020,91709964
Fort Valley State University,Georgia,2019,88319229
Fort Valley State University,Georgia,2018,83518771
Fort Valley State University,Georgia,2017,80087860
Fort Valley State University,Georgia,2016,74767791
Fort Valley State University,Georgia,2015,74584463
Fort Valley State University,Georgia,2014,76537408
Fort Valley State University,Georgia,2013,82202417
Fort Valley State University,Georgia,2012,95395952
Fort Valley State University,Georgia,2011,84906252
Fort Valley State University,Georgia,2010,90768455
Fort Valley State University,Georgia,2009,66601450
Fort Valley State University,Georgia,2008,60179048
Fort Valley State University,Georgia,2007,56392445
Fort Valley State University,Georgia,2006,51926076
Fort Valley State University,Georgia,2005,71495552
Fort Valley State University,Georgia,2004,49174401
Fort Valley State University,Georgia,2003,58299414
Fort Valley State University,Georgia,2002,53946005
Framingham State University,Massachusetts,2022,110612139
Framingham State University,Massachusetts,2021,121707586
Framingham State University,Massachusetts,2020,119085016
Framingham State University,Massachusetts,2019,125186028
Framingham State University,Massachusetts,2018,112627841
Framingham State University,Massachusetts,2017,118287416
Framingham State University,Massachusetts,2016,121681976
Framingham State University,Massachusetts,2015,129350255
Framingham State University,Massachusetts,2014,100471826
Framingham State University,Massachusetts,2013,88541238
Framingham State University,Massachusetts,2012,84607431
Framingham State University,Massachusetts,2011,74316014
Framingham State University,Massachusetts,2010,67629029
Framingham State University,Massachusetts,2009,72854336
Framingham State University,Massachusetts,2008,70200029
Framingham State University,Massachusetts,2007,72238534
Framingham State University,Massachusetts,2006,58016993
Framingham State University,Massachusetts,2005,52139112
Framingham State University,Massachusetts,2004,48194661
Framingham State University,Massachusetts,2003,46816805
Framingham State University,Massachusetts,2002,47440473
Francis Marion University,South Carolina,2022,130509501
Francis Marion University,South Carolina,2021,78122531
Francis Marion University,South Carolina,2020,82284319
Francis Marion University,South Carolina,2019,77351323
Francis Marion University,South Carolina,2018,67705279
Francis Marion University,South Carolina,2017,64090320
Francis Marion University,South Carolina,2016,67417821
Francis Marion University,South Carolina,2015,63478197
Francis Marion University,South Carolina,2014,67912715
Francis Marion University,South Carolina,2013,57927613
Francis Marion University,South Carolina,2012,58346588
Francis Marion University,South Carolina,2011,57145217
Francis Marion University,South Carolina,2010,58271227
Francis Marion University,South Carolina,2009,50602406
Francis Marion University,South Carolina,2008,65319353
Francis Marion University,South Carolina,2007,67696572
Francis Marion University,South Carolina,2006,53077419
Francis Marion University,South Carolina,2005,39657010
Francis Marion University,South Carolina,2004,37860176
Francis Marion University,South Carolina,2003,38160024
Francis Marion University,South Carolina,2002,34658033
Front Range Community College,Colorado,2022,151513629
Front Range Community College,Colorado,2021,139511455
Front Range Community College,Colorado,2020,153163363
Front Range Community College,Colorado,2019,127317308
Front Range Community College,Colorado,2018,122944765
Front Range Community College,Colorado,2017,126526435
Front Range Community College,Colorado,2016,119580200
Front Range Community College,Colorado,2015,118423958
Front Range Community College,Colorado,2014,110803882
Front Range Community College,Colorado,2013,110806487
Front Range Community College,Colorado,2012,110212423
Front Range Community College,Colorado,2011,115742326
Front Range Community College,Colorado,2010,107078842
Front Range Community College,Colorado,2009,84843145
Front Range Community College,Colorado,2008,83691104
Front Range Community College,Colorado,2007,77848947
Front Range Community College,Colorado,2006,73904025
Front Range Community College,Colorado,2005,64577715
Front Range Community College,Colorado,2004,64199701
Front Range Community College,Colorado,2003,62673226
Front Range Community College,Colorado,2002,63471826
Frostburg State University,Maryland,2022,155736846
Frostburg State University,Maryland,2021,127443608
Frostburg State University,Maryland,2020,113680942
Frostburg State University,Maryland,2019,114706306
Frostburg State University,Maryland,2018,110821129
Frostburg State University,Maryland,2017,117801436
Frostburg State University,Maryland,2016,117235322
Frostburg State University,Maryland,2015,119126021
Frostburg State University,Maryland,2014,124495416
Frostburg State University,Maryland,2013,122216442
Frostburg State University,Maryland,2012,100684889
Frostburg State University,Maryland,2011,101255978
Frostburg State University,Maryland,2010,90393048
Frostburg State University,Maryland,2009,90935948
Frostburg State University,Maryland,2008,88524266
Frostburg State University,Maryland,2007,85901758
Frostburg State University,Maryland,2006,79424379
Frostburg State University,Maryland,2005,77266994
Frostburg State University,Maryland,2004,72793935
Frostburg State University,Maryland,2003,87226069
Frostburg State University,Maryland,2002,80882251
Galveston College,Texas,2022,36516304
Galveston College,Texas,2021,31900233
Galveston College,Texas,2020,33252337
Galveston College,Texas,2019,30308550
Galveston College,Texas,2018,27360787
Galveston College,Texas,2017,26122585
Galveston College,Texas,2016,25068519
Galveston College,Texas,2015,24873643
Galveston College,Texas,2014,24669070
Galveston College,Texas,2013,23153376
Galveston College,Texas,2012,22453865
Galveston College,Texas,2011,23162076
Galveston College,Texas,2010,24191818
Galveston College,Texas,2009,21923853
Galveston College,Texas,2008,22853344
Galveston College,Texas,2007,21844792
Galveston College,Texas,2006,18761604
Galveston College,Texas,2005,17808411
Galveston College,Texas,2004,17372653
Galveston College,Texas,2003,16450124
Galveston College,Texas,2002,16242295
George Mason University,Virginia,2022,1184773632
George Mason University,Virginia,2021,1141010631
George Mason University,Virginia,2020,1076601766
George Mason University,Virginia,2019,1033228640
George Mason University,Virginia,2018,958918541
George Mason University,Virginia,2017,925328653
George Mason University,Virginia,2016,883933174
George Mason University,Virginia,2015,840250526
George Mason University,Virginia,2014,810999427
George Mason University,Virginia,2013,779985614
George Mason University,Virginia,2012,718814638
George Mason University,Virginia,2011,672639668
George Mason University,Virginia,2010,659817474
George Mason University,Virginia,2009,605762530
George Mason University,Virginia,2008,572778291
George Mason University,Virginia,2007,550882410
George Mason University,Virginia,2006,457163042
George Mason University,Virginia,2005,426001942
George Mason University,Virginia,2004,390888417
George Mason University,Virginia,2003,373870787
George Mason University,Virginia,2002,351928824
Georgia College & State University,Georgia,2022,186348666
Georgia College & State University,Georgia,2021,160989197
Georgia College & State University,Georgia,2020,182689452
Georgia College & State University,Georgia,2019,166843086
Georgia College & State University,Georgia,2018,172606669
Georgia College & State University,Georgia,2017,160038247
Georgia College & State University,Georgia,2016,150914920
Georgia College & State University,Georgia,2015,142652121
Georgia College & State University,Georgia,2014,147783761
Georgia College & State University,Georgia,2013,129952661
Georgia College & State University,Georgia,2012,132551107
Georgia College & State University,Georgia,2011,125260908
Georgia College & State University,Georgia,2010,103234005
Georgia College & State University,Georgia,2009,100062641
Georgia College & State University,Georgia,2008,103830741
Georgia College & State University,Georgia,2007,76665093
Georgia College & State University,Georgia,2006,74162046
Georgia College & State University,Georgia,2005,85144015
Georgia College & State University,Georgia,2004,75968122
Georgia College & State University,Georgia,2003,77657503
Georgia College & State University,Georgia,2002,66871625
Georgia Highlands College,Georgia,2022,58114975
Georgia Highlands College,Georgia,2021,56479570
Georgia Highlands College,Georgia,2020,50358548
Georgia Highlands College,Georgia,2019,70796523
Georgia Highlands College,Georgia,2018,46441225
Georgia Highlands College,Georgia,2017,42612663
Georgia Highlands College,Georgia,2016,41337635
Georgia Highlands College,Georgia,2015,38779167
Georgia Highlands College,Georgia,2014,38654179
Georgia Highlands College,Georgia,2013,38529492
Georgia Highlands College,Georgia,2012,37869213
Georgia Highlands College,Georgia,2011,35331447
Georgia Highlands College,Georgia,2010,32525100
Georgia Highlands College,Georgia,2009,28984873
Georgia Highlands College,Georgia,2008,32737682
Georgia Highlands College,Georgia,2007,27178364
Georgia Highlands College,Georgia,2006,42770927
Georgia Highlands College,Georgia,2005,21459536
Georgia Highlands College,Georgia,2004,20169879
Georgia Highlands College,Georgia,2003,18360760
Georgia Highlands College,Georgia,2002,17608834
Georgia Institute of Technology-Main Campus,Georgia,2022,2339761956
Georgia Institute of Technology-Main Campus,Georgia,2021,2035493170
Georgia Institute of Technology-Main Campus,Georgia,2020,1992460235
Georgia Institute of Technology-Main Campus,Georgia,2019,1950238156
Georgia Institute of Technology-Main Campus,Georgia,2018,1748050302
Georgia Institute of Technology-Main Campus,Georgia,2017,1620668435
Georgia Institute of Technology-Main Campus,Georgia,2016,1533252710
Georgia Institute of Technology-Main Campus,Georgia,2015,1563387433
Georgia Institute of Technology-Main Campus,Georgia,2014,1422078656
Georgia Institute of Technology-Main Campus,Georgia,2013,1450345398
Georgia Institute of Technology-Main Campus,Georgia,2012,1338211498
Georgia Institute of Technology-Main Campus,Georgia,2011,1287275593
Georgia Institute of Technology-Main Campus,Georgia,2010,1158535551
Georgia Institute of Technology-Main Campus,Georgia,2009,1131130939
Georgia Institute of Technology-Main Campus,Georgia,2008,1051894390
Georgia Institute of Technology-Main Campus,Georgia,2007,996789271
Georgia Institute of Technology-Main Campus,Georgia,2006,877206838
Georgia Institute of Technology-Main Campus,Georgia,2005,805530192
Georgia Institute of Technology-Main Campus,Georgia,2004,910261096
Georgia Institute of Technology-Main Campus,Georgia,2003,739934874
Georgia Institute of Technology-Main Campus,Georgia,2002,708941261
Georgia Southern University,Georgia,2022,576019420
Georgia Southern University,Georgia,2021,452438264
Georgia Southern University,Georgia,2020,459665304
Georgia Southern University,Georgia,2019,511464545
Georgia Southern University,Georgia,2018,475019986
Georgia Southern University,Georgia,2017,371135666
Georgia Southern University,Georgia,2016,364693292
Georgia Southern University,Georgia,2015,344175958
Georgia Southern University,Georgia,2014,336473523
Georgia Southern University,Georgia,2013,352860706
Georgia Southern University,Georgia,2012,293212345
Georgia Southern University,Georgia,2011,294963765
Georgia Southern University,Georgia,2010,270898234
Georgia Southern University,Georgia,2009,263256275
Georgia Southern University,Georgia,2008,227411046
Georgia Southern University,Georgia,2007,212128756
Georgia Southern University,Georgia,2006,193145377
Georgia Southern University,Georgia,2005,177863847
Georgia Southern University,Georgia,2004,166686071
Georgia Southern University,Georgia,2003,179879382
Georgia Southern University,Georgia,2002,174649926
Georgia Southwestern State University,Georgia,2022,51503206
Georgia Southwestern State University,Georgia,2021,51366763
Georgia Southwestern State University,Georgia,2020,51992510
Georgia Southwestern State University,Georgia,2019,47143163
Georgia Southwestern State University,Georgia,2018,45506941
Georgia Southwestern State University,Georgia,2017,42343876
Georgia Southwestern State University,Georgia,2016,42428691
Georgia Southwestern State University,Georgia,2015,41977202
Georgia Southwestern State University,Georgia,2014,42280602
Georgia Southwestern State University,Georgia,2013,49797560
Georgia Southwestern State University,Georgia,2012,54962676
Georgia Southwestern State University,Georgia,2011,46026661
Georgia Southwestern State University,Georgia,2010,40041278
Georgia Southwestern State University,Georgia,2009,34786242
Georgia Southwestern State University,Georgia,2008,37443740
Georgia Southwestern State University,Georgia,2007,35405857
Georgia Southwestern State University,Georgia,2006,55134315
Georgia Southwestern State University,Georgia,2005,33643711
Georgia Southwestern State University,Georgia,2004,29541468
Georgia Southwestern State University,Georgia,2003,31226842
Georgia Southwestern State University,Georgia,2002,31130997
Georgia State University,Georgia,2022,966586763
Georgia State University,Georgia,2021,873638652
Georgia State University,Georgia,2020,853099360
Georgia State University,Georgia,2019,836853230
Georgia State University,Georgia,2018,794494574
Georgia State University,Georgia,2017,769897584
Georgia State University,Georgia,2016,724054154
Georgia State University,Georgia,2015,782713042
Georgia State University,Georgia,2014,661898291
Georgia State University,Georgia,2013,658095303
Georgia State University,Georgia,2012,612219312
Georgia State University,Georgia,2011,611405447
Georgia State University,Georgia,2010,614415443
Georgia State University,Georgia,2009,534880940
Georgia State University,Georgia,2008,526295334
Georgia State University,Georgia,2007,459546672
Georgia State University,Georgia,2006,460930979
Georgia State University,Georgia,2005,423649377
Georgia State University,Georgia,2004,406531582
Georgia State University,Georgia,2003,415033256
Georgia State University,Georgia,2002,380691118
Glenville State University,West Virginia,2022,31702610
Glenville State University,West Virginia,2021,30648966
Glenville State University,West Virginia,2020,24887729
Glenville State University,West Virginia,2019,24330857
Glenville State University,West Virginia,2018,25307107
Glenville State University,West Virginia,2017,24819909
Glenville State University,West Virginia,2016,25590656
Glenville State University,West Virginia,2015,26348696
Glenville State University,West Virginia,2014,31327167
Glenville State University,West Virginia,2013,44408247
Glenville State University,West Virginia,2012,27861872
Glenville State University,West Virginia,2011,26785387
Glenville State University,West Virginia,2010,25272855
Glenville State University,West Virginia,2009,22441685
Glenville State University,West Virginia,2008,19963228
Glenville State University,West Virginia,2007,24094241
Glenville State University,West Virginia,2006,22314995
Glenville State University,West Virginia,2005,17622899
Glenville State University,West Virginia,2004,14264060
Glenville State University,West Virginia,2003,17633251
Glenville State University,West Virginia,2002,19973149
Gordon State College,Georgia,2022,40986300
Gordon State College,Georgia,2021,36630204
Gordon State College,Georgia,2020,42501336
Gordon State College,Georgia,2019,40513917
Gordon State College,Georgia,2018,41464985
Gordon State College,Georgia,2017,39229400
Gordon State College,Georgia,2016,45488086
Gordon State College,Georgia,2015,41006712
Gordon State College,Georgia,2014,40319522
Gordon State College,Georgia,2013,38881027
Gordon State College,Georgia,2012,42712140
Gordon State College,Georgia,2011,57073052
Gordon State College,Georgia,2010,39443958
Gordon State College,Georgia,2009,35807432
Gordon State College,Georgia,2008,32239676
Gordon State College,Georgia,2007,26719663
Gordon State College,Georgia,2006,27538465
Gordon State College,Georgia,2005,23169184
Gordon State College,Georgia,2004,20383008
Gordon State College,Georgia,2003,31772275
Gordon State College,Georgia,2002,19300287
Governors State University,Illinois,2022,127224433
Governors State University,Illinois,2021,132565864
Governors State University,Illinois,2020,109272973
Governors State University,Illinois,2019,108568683
Governors State University,Illinois,2018,136350903
Governors State University,Illinois,2017,120818611
Governors State University,Illinois,2016,110161231
Governors State University,Illinois,2015,122017419
Governors State University,Illinois,2014,118181790
Governors State University,Illinois,2013,123033532
Governors State University,Illinois,2012,109678579
Governors State University,Illinois,2011,101895858
Governors State University,Illinois,2010,97702054
Governors State University,Illinois,2009,88955594
Governors State University,Illinois,2008,83154098
Governors State University,Illinois,2007,79682953
Governors State University,Illinois,2006,74719323
Governors State University,Illinois,2005,65489995
Governors State University,Illinois,2004,76267035
Governors State University,Illinois,2003,71358156
Governors State University,Illinois,2002,66815993
Grambling State University,Louisiana,2022,127935165
Grambling State University,Louisiana,2021,221358987
Grambling State University,Louisiana,2020,102254989
Grambling State University,Louisiana,2019,89365942
Grambling State University,Louisiana,2018,95805725
Grambling State University,Louisiana,2017,90782262
Grambling State University,Louisiana,2016,85166940
Grambling State University,Louisiana,2015,83310937
Grambling State University,Louisiana,2014,93126923
Grambling State University,Louisiana,2013,95426637
Grambling State University,Louisiana,2012,90684927
Grambling State University,Louisiana,2011,102627188
Grambling State University,Louisiana,2010,92495691
Grambling State University,Louisiana,2009,101210021
Grambling State University,Louisiana,2008,103894439
Grambling State University,Louisiana,2007,89366583
Grambling State University,Louisiana,2006,89893546
Grambling State University,Louisiana,2005,85519422
Grambling State University,Louisiana,2004,75551677
Grambling State University,Louisiana,2003,72651633
Grambling State University,Louisiana,2002,71382868
Grand Valley State University,Michigan,2022,556437564
Grand Valley State University,Michigan,2021,563235165
Grand Valley State University,Michigan,2020,504448079
Grand Valley State University,Michigan,2019,531355924
Grand Valley State University,Michigan,2018,517156555
Grand Valley State University,Michigan,2017,510500126
Grand Valley State University,Michigan,2016,471614974
Grand Valley State University,Michigan,2015,466020387
Grand Valley State University,Michigan,2014,452500276
Grand Valley State University,Michigan,2013,428091280
Grand Valley State University,Michigan,2012,403208508
Grand Valley State University,Michigan,2011,417571931
Grand Valley State University,Michigan,2010,398046223
Grand Valley State University,Michigan,2009,341231444
Grand Valley State University,Michigan,2008,347041083
Grand Valley State University,Michigan,2007,314750238
Grand Valley State University,Michigan,2006,282806268
Grand Valley State University,Michigan,2005,263825082
Grand Valley State University,Michigan,2004,255829361
Grand Valley State University,Michigan,2003,249233551
Grand Valley State University,Michigan,2002,209776456
Grayson College,Texas,2022,60462364
Grayson College,Texas,2021,51582186
Grayson College,Texas,2020,47950877
Grayson College,Texas,2019,44947248
Grayson College,Texas,2018,44218341
Grayson College,Texas,2017,41204578
Grayson College,Texas,2016,42181006
Grayson College,Texas,2015,40848947
Grayson College,Texas,2014,42334254
Grayson College,Texas,2013,41124264
Grayson College,Texas,2012,43172070
Grayson College,Texas,2011,43699796
Grayson College,Texas,2010,40392488
Grayson College,Texas,2009,35649023
Grayson College,Texas,2008,30816346
Grayson College,Texas,2007,30909038
Grayson College,Texas,2006,28701670
Grayson College,Texas,2005,26044681
Grayson College,Texas,2004,24362537
Grayson College,Texas,2003,23461919
Grayson College,Texas,2002,21801020
Great Basin College,Nevada,2022,38809000
Great Basin College,Nevada,2021,33546000
Great Basin College,Nevada,2020,30004000
Great Basin College,Nevada,2019,29370000
Great Basin College,Nevada,2018,28343000
Great Basin College,Nevada,2017,25972000
Great Basin College,Nevada,2016,26267000
Great Basin College,Nevada,2015,25306000
Great Basin College,Nevada,2014,25746000
Great Basin College,Nevada,2013,25782000
Great Basin College,Nevada,2012,23936000
Great Basin College,Nevada,2011,26961000
Great Basin College,Nevada,2010,28216000
Great Basin College,Nevada,2009,25031000
Great Basin College,Nevada,2008,29434000
Great Basin College,Nevada,2007,23408000
Great Basin College,Nevada,2006,35243000
Great Basin College,Nevada,2005,19993000
Great Basin College,Nevada,2004,19253000
Great Basin College,Nevada,2003,21594000
Great Basin College,Nevada,2002,15809000
Greenville Technical College,South Carolina,2022,121099010
Greenville Technical College,South Carolina,2021,117070489
Greenville Technical College,South Carolina,2020,111538191
Greenville Technical College,South Carolina,2019,102901731
Greenville Technical College,South Carolina,2018,106365810
Greenville Technical College,South Carolina,2017,113698678
Greenville Technical College,South Carolina,2016,107953796
Greenville Technical College,South Carolina,2015,109677034
Greenville Technical College,South Carolina,2014,113589409
Greenville Technical College,South Carolina,2013,113518732
Greenville Technical College,South Carolina,2012,118150510
Greenville Technical College,South Carolina,2011,121268035
Greenville Technical College,South Carolina,2010,117057046
Greenville Technical College,South Carolina,2009,102944297
Greenville Technical College,South Carolina,2008,105574067
Greenville Technical College,South Carolina,2007,97173943
Greenville Technical College,South Carolina,2006,87994467
Greenville Technical College,South Carolina,2005,83907186
Greenville Technical College,South Carolina,2004,78599448
Greenville Technical College,South Carolina,2003,76429423
Greenville Technical College,South Carolina,2002,68446040
Gulf Coast State College,Florida,2022,71148237
Gulf Coast State College,Florida,2021,54078854
Gulf Coast State College,Florida,2020,79688925
Gulf Coast State College,Florida,2019,67452242
Gulf Coast State College,Florida,2018,50126707
Gulf Coast State College,Florida,2017,45412075
Gulf Coast State College,Florida,2016,45064140
Gulf Coast State College,Florida,2015,51001419
Gulf Coast State College,Florida,2014,47096878
Gulf Coast State College,Florida,2013,48867315
Gulf Coast State College,Florida,2012,46346193
Gulf Coast State College,Florida,2011,58948589
Gulf Coast State College,Florida,2010,49618067
Gulf Coast State College,Florida,2009,60212190
Gulf Coast State College,Florida,2008,54519730
Gulf Coast State College,Florida,2007,57156927
Gulf Coast State College,Florida,2006,40681931
Gulf Coast State College,Florida,2005,42968485
Gulf Coast State College,Florida,2004,37358199
Gulf Coast State College,Florida,2003,37394891
Gulf Coast State College,Florida,2002,46979694
Harris-Stowe State University,Missouri,2022,51141604
Harris-Stowe State University,Missouri,2021,71495396
Harris-Stowe State University,Missouri,2020,39874408
Harris-Stowe State University,Missouri,2019,39452845
Harris-Stowe State University,Missouri,2018,34175739
Harris-Stowe State University,Missouri,2017,31848132
Harris-Stowe State University,Missouri,2016,31116067
Harris-Stowe State University,Missouri,2015,28611968
Harris-Stowe State University,Missouri,2014,25830873
Harris-Stowe State University,Missouri,2013,27474810
Harris-Stowe State University,Missouri,2012,27405511
Harris-Stowe State University,Missouri,2011,27428503
Harris-Stowe State University,Missouri,2010,31003707
Harris-Stowe State University,Missouri,2009,38679097
Harris-Stowe State University,Missouri,2008,29752551
Harris-Stowe State University,Missouri,2007,22349428
Harris-Stowe State University,Missouri,2006,20181044
Harris-Stowe State University,Missouri,2005,18495092
Harris-Stowe State University,Missouri,2004,17830621
Harris-Stowe State University,Missouri,2003,19470649
Harris-Stowe State University,Missouri,2002,22201165
Haskell Indian Nations University,Kansas,2022,43733738
Haskell Indian Nations University,Kansas,2021,38393917
Haskell Indian Nations University,Kansas,2020,28723381
Haskell Indian Nations University,Kansas,2019,25120571
Haskell Indian Nations University,Kansas,2018,23878834
Haskell Indian Nations University,Kansas,2017,23108588
Haskell Indian Nations University,Kansas,2016,21912330
Haskell Indian Nations University,Kansas,2015,26953891
Haskell Indian Nations University,Kansas,2014,26168986
Haskell Indian Nations University,Kansas,2013,24539684
Haskell Indian Nations University,Kansas,2012,24677973
Haskell Indian Nations University,Kansas,2011,21495621
Haskell Indian Nations University,Kansas,2010,21065314
Haskell Indian Nations University,Kansas,2009,19817763
Haskell Indian Nations University,Kansas,2008,19807247
