Institution Name,State,Year,Revenue
Northern Arizona University,Arizona,2016,531675378
Northern Arizona University,Arizona,2015,523673331
Northern Arizona University,Arizona,2014,490278264
Northern Arizona University,Arizona,2013,460081260
Northern Arizona University,Arizona,2012,442628109
Northern Arizona University,Arizona,2011,455594213
Northern Arizona University,Arizona,2010,426232676
Northern Arizona University,Arizona,2009,407891549
Northern Arizona University,Arizona,2008,400443540
Northern Arizona University,Arizona,2007,367026651
Northern Arizona University,Arizona,2006,331613186
Northern Arizona University,Arizona,2005,310585461
Northern Arizona University,Arizona,2004,293859082
Northern Arizona University,Arizona,2003,271448899
Northern Arizona University,Arizona,2002,263806682
Northern Illinois University,Illinois,2022,562227366
Northern Illinois University,Illinois,2021,560773809
Northern Illinois University,Illinois,2020,497359438
Northern Illinois University,Illinois,2019,493124973
Northern Illinois University,Illinois,2018,644503013
Northern Illinois University,Illinois,2017,552151098
Northern Illinois University,Illinois,2016,533360249
Northern Illinois University,Illinois,2015,593793081
Northern Illinois University,Illinois,2014,593853158
Northern Illinois University,Illinois,2013,608126573
Northern Illinois University,Illinois,2012,588150920
Northern Illinois University,Illinois,2011,540787784
Northern Illinois University,Illinois,2010,534540702
Northern Illinois University,Illinois,2009,490431814
Northern Illinois University,Illinois,2008,465293940
Northern Illinois University,Illinois,2007,443988003
Northern Illinois University,Illinois,2006,433624838
Northern Illinois University,Illinois,2005,408283433
Northern Illinois University,Illinois,2004,461285910
Northern Illinois University,Illinois,2003,399272067
Northern Illinois University,Illinois,2002,367145257
Northern Kentucky University,Kentucky,2022,266466000
Northern Kentucky University,Kentucky,2021,255368000
Northern Kentucky University,Kentucky,2020,239906000
Northern Kentucky University,Kentucky,2019,239634000
Northern Kentucky University,Kentucky,2018,264951000
Northern Kentucky University,Kentucky,2017,253334000
Northern Kentucky University,Kentucky,2016,233810000
Northern Kentucky University,Kentucky,2015,223452000
Northern Kentucky University,Kentucky,2014,222740000
Northern Kentucky University,Kentucky,2013,220954000
Northern Kentucky University,Kentucky,2012,221292000
Northern Kentucky University,Kentucky,2011,252316000
Northern Kentucky University,Kentucky,2010,221074000
Northern Kentucky University,Kentucky,2009,202893000
Northern Kentucky University,Kentucky,2008,191348000
Northern Kentucky University,Kentucky,2007,229367000
Northern Kentucky University,Kentucky,2006,161541000
Northern Kentucky University,Kentucky,2005,145273000
Northern Kentucky University,Kentucky,2004,129447000
Northern Kentucky University,Kentucky,2003,119892000
Northern Kentucky University,Kentucky,2002,122548000
Northern Michigan University,Michigan,2022,185358271
Northern Michigan University,Michigan,2021,197874425
Northern Michigan University,Michigan,2020,181370016
Northern Michigan University,Michigan,2019,176615134
Northern Michigan University,Michigan,2018,165838561
Northern Michigan University,Michigan,2017,161892477
Northern Michigan University,Michigan,2016,164574696
Northern Michigan University,Michigan,2015,166404390
Northern Michigan University,Michigan,2014,184447877
Northern Michigan University,Michigan,2013,160922175
Northern Michigan University,Michigan,2012,158661090
Northern Michigan University,Michigan,2011,164364672
Northern Michigan University,Michigan,2010,159273894
Northern Michigan University,Michigan,2009,154540004
Northern Michigan University,Michigan,2008,157750273
Northern Michigan University,Michigan,2007,148100878
Northern Michigan University,Michigan,2006,144192711
Northern Michigan University,Michigan,2005,147683296
Northern Michigan University,Michigan,2004,144401435
Northern Michigan University,Michigan,2003,128014784
Northern Michigan University,Michigan,2002,124079787
Northern State University,South Dakota,2022,52525834
Northern State University,South Dakota,2021,74007322
Northern State University,South Dakota,2020,64781262
Northern State University,South Dakota,2019,72508569
Northern State University,South Dakota,2018,67229760
Northern State University,South Dakota,2017,47488547
Northern State University,South Dakota,2016,51040399
Northern State University,South Dakota,2015,45405265
Northern State University,South Dakota,2014,41744041
Northern State University,South Dakota,2013,40178090
Northern State University,South Dakota,2012,41406123
Northern State University,South Dakota,2011,41584387
Northern State University,South Dakota,2010,36085162
Northern State University,South Dakota,2009,34292698
Northern State University,South Dakota,2008,31125697
Northern State University,South Dakota,2007,32926141
Northern State University,South Dakota,2006,33206038
Northern State University,South Dakota,2005,28151809
Northern State University,South Dakota,2004,27444426
Northern State University,South Dakota,2003,27293371
Northern State University,South Dakota,2002,25929584
Northern Vermont University,Vermont,2022,45431292
Northern Vermont University,Vermont,2021,51101847
Northern Vermont University,Vermont,2020,51239342
Northern Vermont University,Vermont,2019,55316632
Northern Vermont University,Vermont,2018,56607441
Northern Vermont University,Vermont,2017,29094545
Northern Vermont University,Vermont,2016,28550063
Northern Vermont University,Vermont,2015,29211919
Northern Vermont University,Vermont,2014,30683290
Northern Vermont University,Vermont,2013,30418878
Northern Vermont University,Vermont,2012,30666120
Northern Vermont University,Vermont,2011,31471122
Northern Vermont University,Vermont,2010,32244997
Northern Vermont University,Vermont,2009,29404362
Northern Vermont University,Vermont,2008,27562955
Northern Vermont University,Vermont,2007,26312685
Northern Vermont University,Vermont,2006,25259371
Northern Vermont University,Vermont,2005,23843635
Northern Vermont University,Vermont,2004,22274990
Northern Vermont University,Vermont,2003,21824801
Northern Vermont University,Vermont,2002,21525345
Northwest Florida State College,Florida,2022,56689136
Northwest Florida State College,Florida,2021,54158855
Northwest Florida State College,Florida,2020,46922231
Northwest Florida State College,Florida,2019,48692671
Northwest Florida State College,Florida,2018,50881195
Northwest Florida State College,Florida,2017,46039246
Northwest Florida State College,Florida,2016,46048303
Northwest Florida State College,Florida,2015,48043273
Northwest Florida State College,Florida,2014,48895407
Northwest Florida State College,Florida,2013,47319952
Northwest Florida State College,Florida,2012,50269038
Northwest Florida State College,Florida,2011,53629204
Northwest Florida State College,Florida,2010,51679687
Northwest Florida State College,Florida,2009,77399721
Northwest Florida State College,Florida,2008,75214791
Northwest Florida State College,Florida,2007,50683711
Northwest Florida State College,Florida,2006,43884557
Northwest Florida State College,Florida,2005,41784162
Northwest Florida State College,Florida,2004,42425555
Northwest Florida State College,Florida,2003,37516960
Northwest Florida State College,Florida,2002,42810336
Northwest Missouri State University,Missouri,2022,133759465
Northwest Missouri State University,Missouri,2021,139852732
Northwest Missouri State University,Missouri,2020,120045100
Northwest Missouri State University,Missouri,2019,121704384
Northwest Missouri State University,Missouri,2018,116491270
Northwest Missouri State University,Missouri,2017,118523695
Northwest Missouri State University,Missouri,2016,114687946
Northwest Missouri State University,Missouri,2015,112150481
Northwest Missouri State University,Missouri,2014,105362376
Northwest Missouri State University,Missouri,2013,103452349
Northwest Missouri State University,Missouri,2012,105037867
Northwest Missouri State University,Missouri,2011,102848492
Northwest Missouri State University,Missouri,2010,106354964
Northwest Missouri State University,Missouri,2009,116113631
Northwest Missouri State University,Missouri,2008,106224444
Northwest Missouri State University,Missouri,2007,85689969
Northwest Missouri State University,Missouri,2006,81846241
Northwest Missouri State University,Missouri,2005,77634342
Northwest Missouri State University,Missouri,2004,80325138
Northwest Missouri State University,Missouri,2003,78120320
Northwest Missouri State University,Missouri,2002,69913693
Northwestern Michigan College,Michigan,2022,66411308
Northwestern Michigan College,Michigan,2021,60268298
Northwestern Michigan College,Michigan,2020,69749839
Northwestern Michigan College,Michigan,2019,64595175
Northwestern Michigan College,Michigan,2018,62423888
Northwestern Michigan College,Michigan,2017,60007824
Northwestern Michigan College,Michigan,2016,59656683
Northwestern Michigan College,Michigan,2015,61509193
Northwestern Michigan College,Michigan,2014,59232461
Northwestern Michigan College,Michigan,2013,56765555
Northwestern Michigan College,Michigan,2012,59578891
Northwestern Michigan College,Michigan,2011,56843656
Northwestern Michigan College,Michigan,2010,51948829
Northwestern Michigan College,Michigan,2009,48822288
Northwestern Michigan College,Michigan,2008,47124622
Northwestern Michigan College,Michigan,2007,45711683
Northwestern Michigan College,Michigan,2006,43929185
Northwestern Michigan College,Michigan,2005,42225090
Northwestern Michigan College,Michigan,2004,48394823
Northwestern Michigan College,Michigan,2003,44780248
Northwestern Michigan College,Michigan,2002,37994996
Northwestern Oklahoma State University,Oklahoma,2022,42979104
Northwestern Oklahoma State University,Oklahoma,2021,36253698
Northwestern Oklahoma State University,Oklahoma,2020,32111910
Northwestern Oklahoma State University,Oklahoma,2019,32056933
Northwestern Oklahoma State University,Oklahoma,2018,29999709
Northwestern Oklahoma State University,Oklahoma,2017,29837323
Northwestern Oklahoma State University,Oklahoma,2016,32301839
Northwestern Oklahoma State University,Oklahoma,2015,32066638
Northwestern Oklahoma State University,Oklahoma,2014,31379538
Northwestern Oklahoma State University,Oklahoma,2013,30950548
Northwestern Oklahoma State University,Oklahoma,2012,29431056
Northwestern Oklahoma State University,Oklahoma,2011,29002353
Northwestern Oklahoma State University,Oklahoma,2010,29783124
Northwestern Oklahoma State University,Oklahoma,2009,26916573
Northwestern Oklahoma State University,Oklahoma,2008,27465576
Northwestern Oklahoma State University,Oklahoma,2007,22684266
Northwestern Oklahoma State University,Oklahoma,2006,20074859
Northwestern Oklahoma State University,Oklahoma,2005,19245768
Northwestern Oklahoma State University,Oklahoma,2004,18716123
Northwestern Oklahoma State University,Oklahoma,2003,17629598
Northwestern Oklahoma State University,Oklahoma,2002,17624682
Northwestern State University of Louisiana,Louisiana,2022,131678048
Northwestern State University of Louisiana,Louisiana,2021,137906437
Northwestern State University of Louisiana,Louisiana,2020,123017998
Northwestern State University of Louisiana,Louisiana,2019,113365139
Northwestern State University of Louisiana,Louisiana,2018,114116788
Northwestern State University of Louisiana,Louisiana,2017,104395517
Northwestern State University of Louisiana,Louisiana,2016,95697279
Northwestern State University of Louisiana,Louisiana,2015,99881438
Northwestern State University of Louisiana,Louisiana,2014,99408952
Northwestern State University of Louisiana,Louisiana,2013,100867772
Northwestern State University of Louisiana,Louisiana,2012,104462474
Northwestern State University of Louisiana,Louisiana,2011,115962838
Northwestern State University of Louisiana,Louisiana,2010,106422754
Northwestern State University of Louisiana,Louisiana,2009,112239840
Northwestern State University of Louisiana,Louisiana,2008,108560659
Northwestern State University of Louisiana,Louisiana,2007,95703415
Northwestern State University of Louisiana,Louisiana,2006,89964786
Northwestern State University of Louisiana,Louisiana,2005,87115939
Northwestern State University of Louisiana,Louisiana,2004,86665664
Northwestern State University of Louisiana,Louisiana,2003,82662456
Northwestern State University of Louisiana,Louisiana,2002,74443673
Oakland University,Michigan,2022,365783369
Oakland University,Michigan,2021,425047666
Oakland University,Michigan,2020,364886554
Oakland University,Michigan,2019,375544670
Oakland University,Michigan,2018,357569095
Oakland University,Michigan,2017,357390753
Oakland University,Michigan,2016,335454669
Oakland University,Michigan,2015,327972947
Oakland University,Michigan,2014,326549234
Oakland University,Michigan,2013,307837445
Oakland University,Michigan,2012,301571953
Oakland University,Michigan,2011,282704949
Oakland University,Michigan,2010,262653264
Oakland University,Michigan,2009,243269098
Oakland University,Michigan,2008,224194543
Oakland University,Michigan,2007,210471669
Oakland University,Michigan,2006,200988122
Oakland University,Michigan,2005,179078559
Oakland University,Michigan,2004,179539807
Oakland University,Michigan,2003,169313508
Oakland University,Michigan,2002,173952088
Odessa College,Texas,2022,80562572
Odessa College,Texas,2021,98814877
Odessa College,Texas,2020,69285766
Odessa College,Texas,2019,68699187
Odessa College,Texas,2018,65818936
Odessa College,Texas,2017,58967924
Odessa College,Texas,2016,58961531
Odessa College,Texas,2015,55592695
Odessa College,Texas,2014,55307007
Odessa College,Texas,2013,50158377
Odessa College,Texas,2012,52987697
Odessa College,Texas,2011,45975844
Odessa College,Texas,2010,43888163
Odessa College,Texas,2009,43077617
Odessa College,Texas,2008,40468414
Odessa College,Texas,2007,37996498
Odessa College,Texas,2006,37974078
Odessa College,Texas,2005,35392308
Odessa College,Texas,2004,33484983
Odessa College,Texas,2003,34488441
Odessa College,Texas,2002,33641732
Ohio State University-Lima Campus,Ohio,2022,13809735
Ohio State University-Lima Campus,Ohio,2021,13954643
Ohio State University-Lima Campus,Ohio,2020,14201959
Ohio State University-Lima Campus,Ohio,2019,13771650
Ohio State University-Lima Campus,Ohio,2018,13895890
Ohio State University-Lima Campus,Ohio,2017,13824362
Ohio State University-Lima Campus,Ohio,2016,13506161
Ohio State University-Lima Campus,Ohio,2015,13841948
Ohio State University-Lima Campus,Ohio,2014,12348412
Ohio State University-Lima Campus,Ohio,2013,13089855
Ohio State University-Lima Campus,Ohio,2012,15159966
Ohio State University-Lima Campus,Ohio,2011,15430320
Ohio State University-Lima Campus,Ohio,2010,15060205
Ohio State University-Lima Campus,Ohio,2009,14135883
Ohio State University-Lima Campus,Ohio,2008,13968592
Ohio State University-Lima Campus,Ohio,2007,12019455
Ohio State University-Lima Campus,Ohio,2006,12021532
Ohio State University-Lima Campus,Ohio,2005,11813047
Ohio State University-Lima Campus,Ohio,2004,13278306
Ohio State University-Lima Campus,Ohio,2003,11447864
Ohio State University-Lima Campus,Ohio,2002,12037161
Ohio State University-Main Campus,Ohio,2022,8184283195
Ohio State University-Main Campus,Ohio,2021,9554889195
Ohio State University-Main Campus,Ohio,2020,7564925397
Ohio State University-Main Campus,Ohio,2019,7304594130
Ohio State University-Main Campus,Ohio,2018,7087187586
Ohio State University-Main Campus,Ohio,2017,6932388663
Ohio State University-Main Campus,Ohio,2016,5832027020
Ohio State University-Main Campus,Ohio,2015,5627192064
Ohio State University-Main Campus,Ohio,2014,5706164559
Ohio State University-Main Campus,Ohio,2013,5358428101
Ohio State University-Main Campus,Ohio,2012,4790076150
Ohio State University-Main Campus,Ohio,2011,4970895887
Ohio State University-Main Campus,Ohio,2010,4647037720
Ohio State University-Main Campus,Ohio,2009,3660074607
Ohio State University-Main Campus,Ohio,2008,3796924260
Ohio State University-Main Campus,Ohio,2007,4100643473
Ohio State University-Main Campus,Ohio,2006,3674931933
Ohio State University-Main Campus,Ohio,2005,3337052847
Ohio State University-Main Campus,Ohio,2004,3117953888
Ohio State University-Main Campus,Ohio,2003,2667329689
Ohio State University-Main Campus,Ohio,2002,2174961836
Ohio State University-Mansfield Campus,Ohio,2022,15549388
Ohio State University-Mansfield Campus,Ohio,2021,15289734
Ohio State University-Mansfield Campus,Ohio,2020,16379162
Ohio State University-Mansfield Campus,Ohio,2019,15911732
Ohio State University-Mansfield Campus,Ohio,2018,15803740
Ohio State University-Mansfield Campus,Ohio,2017,17120043
Ohio State University-Mansfield Campus,Ohio,2016,17855132
Ohio State University-Mansfield Campus,Ohio,2015,17264035
Ohio State University-Mansfield Campus,Ohio,2014,15711832
Ohio State University-Mansfield Campus,Ohio,2013,15863319
Ohio State University-Mansfield Campus,Ohio,2012,17027940
Ohio State University-Mansfield Campus,Ohio,2011,17335931
Ohio State University-Mansfield Campus,Ohio,2010,17567930
Ohio State University-Mansfield Campus,Ohio,2009,17028172
Ohio State University-Mansfield Campus,Ohio,2008,17055459
Ohio State University-Mansfield Campus,Ohio,2007,15066594
Ohio State University-Mansfield Campus,Ohio,2006,12950792
Ohio State University-Mansfield Campus,Ohio,2005,12569010
Ohio State University-Mansfield Campus,Ohio,2004,11351908
Ohio State University-Mansfield Campus,Ohio,2003,10430853
Ohio State University-Mansfield Campus,Ohio,2002,10093515
Ohio State University-Marion Campus,Ohio,2022,15738429
Ohio State University-Marion Campus,Ohio,2021,16861516
Ohio State University-Marion Campus,Ohio,2020,16519133
Ohio State University-Marion Campus,Ohio,2019,20659171
Ohio State University-Marion Campus,Ohio,2018,16132888
Ohio State University-Marion Campus,Ohio,2017,16687021
Ohio State University-Marion Campus,Ohio,2016,16617718
Ohio State University-Marion Campus,Ohio,2015,17347547
Ohio State University-Marion Campus,Ohio,2014,17138784
Ohio State University-Marion Campus,Ohio,2013,16135238
Ohio State University-Marion Campus,Ohio,2012,17140660
Ohio State University-Marion Campus,Ohio,2011,20703350
Ohio State University-Marion Campus,Ohio,2010,19947482
Ohio State University-Marion Campus,Ohio,2009,18391656
Ohio State University-Marion Campus,Ohio,2008,16998523
Ohio State University-Marion Campus,Ohio,2007,15239521
Ohio State University-Marion Campus,Ohio,2006,13651383
Ohio State University-Marion Campus,Ohio,2005,12896747
Ohio State University-Marion Campus,Ohio,2004,12041339
Ohio State University-Marion Campus,Ohio,2003,10969496
Ohio State University-Marion Campus,Ohio,2002,10040644
Ohio State University-Newark Campus,Ohio,2022,36668005
Ohio State University-Newark Campus,Ohio,2021,37067716
Ohio State University-Newark Campus,Ohio,2020,36474158
Ohio State University-Newark Campus,Ohio,2019,35744965
Ohio State University-Newark Campus,Ohio,2018,32593392
Ohio State University-Newark Campus,Ohio,2017,30827526
Ohio State University-Newark Campus,Ohio,2016,29112091
Ohio State University-Newark Campus,Ohio,2015,28584874
Ohio State University-Newark Campus,Ohio,2014,24781217
Ohio State University-Newark Campus,Ohio,2013,24722845
Ohio State University-Newark Campus,Ohio,2012,26667430
Ohio State University-Newark Campus,Ohio,2011,25952261
Ohio State University-Newark Campus,Ohio,2010,24831430
Ohio State University-Newark Campus,Ohio,2009,22502485
Ohio State University-Newark Campus,Ohio,2008,22272232
Ohio State University-Newark Campus,Ohio,2007,19530071
Ohio State University-Newark Campus,Ohio,2006,16994167
Ohio State University-Newark Campus,Ohio,2005,16140640
Ohio State University-Newark Campus,Ohio,2004,14594151
Ohio State University-Newark Campus,Ohio,2003,13942533
Ohio State University-Newark Campus,Ohio,2002,13043780
Ohio University-Chillicothe Campus,Ohio,2022,13450373
Ohio University-Chillicothe Campus,Ohio,2021,13790028
Ohio University-Chillicothe Campus,Ohio,2020,14042731
Ohio University-Chillicothe Campus,Ohio,2019,13951820
Ohio University-Chillicothe Campus,Ohio,2018,14766024
Ohio University-Chillicothe Campus,Ohio,2017,16270438
Ohio University-Chillicothe Campus,Ohio,2016,14552006
Ohio University-Chillicothe Campus,Ohio,2015,15169518
Ohio University-Chillicothe Campus,Ohio,2014,16067985
Ohio University-Chillicothe Campus,Ohio,2013,17464650
Ohio University-Chillicothe Campus,Ohio,2012,17506099
Ohio University-Chillicothe Campus,Ohio,2011,20183234
Ohio University-Chillicothe Campus,Ohio,2010,17796665
Ohio University-Chillicothe Campus,Ohio,2009,15113378
Ohio University-Chillicothe Campus,Ohio,2008,13516526
Ohio University-Chillicothe Campus,Ohio,2007,10922008
Ohio University-Chillicothe Campus,Ohio,2006,11117553
Ohio University-Chillicothe Campus,Ohio,2005,10932209
Ohio University-Chillicothe Campus,Ohio,2004,11601617
Ohio University-Chillicothe Campus,Ohio,2003,10296810
Ohio University-Chillicothe Campus,Ohio,2002,9048749
Ohio University-Eastern Campus,Ohio,2022,5463885
Ohio University-Eastern Campus,Ohio,2021,4716577
Ohio University-Eastern Campus,Ohio,2020,5344805
Ohio University-Eastern Campus,Ohio,2019,5697495
Ohio University-Eastern Campus,Ohio,2018,6076817
Ohio University-Eastern Campus,Ohio,2017,5904865
Ohio University-Eastern Campus,Ohio,2016,4725907
Ohio University-Eastern Campus,Ohio,2015,4648275
Ohio University-Eastern Campus,Ohio,2014,5851116
Ohio University-Eastern Campus,Ohio,2013,6228329
Ohio University-Eastern Campus,Ohio,2012,6323474
Ohio University-Eastern Campus,Ohio,2011,6804935
Ohio University-Eastern Campus,Ohio,2010,7097941
Ohio University-Eastern Campus,Ohio,2009,6849622
Ohio University-Eastern Campus,Ohio,2008,6314317
Ohio University-Eastern Campus,Ohio,2007,5888618
Ohio University-Eastern Campus,Ohio,2006,6254748
Ohio University-Eastern Campus,Ohio,2005,6483830
Ohio University-Eastern Campus,Ohio,2004,7450693
Ohio University-Eastern Campus,Ohio,2003,7473492
Ohio University-Eastern Campus,Ohio,2002,7266868
Ohio University-Lancaster Campus,Ohio,2022,11429852
Ohio University-Lancaster Campus,Ohio,2021,11985587
Ohio University-Lancaster Campus,Ohio,2020,13850007
Ohio University-Lancaster Campus,Ohio,2019,14222897
Ohio University-Lancaster Campus,Ohio,2018,15443619
Ohio University-Lancaster Campus,Ohio,2017,14865546
Ohio University-Lancaster Campus,Ohio,2016,12703960
Ohio University-Lancaster Campus,Ohio,2015,13457576
Ohio University-Lancaster Campus,Ohio,2014,16011545
Ohio University-Lancaster Campus,Ohio,2013,15931907
Ohio University-Lancaster Campus,Ohio,2012,16011473
Ohio University-Lancaster Campus,Ohio,2011,17348192
Ohio University-Lancaster Campus,Ohio,2010,15561619
Ohio University-Lancaster Campus,Ohio,2009,13167535
Ohio University-Lancaster Campus,Ohio,2008,11863018
Ohio University-Lancaster Campus,Ohio,2007,9987834
Ohio University-Lancaster Campus,Ohio,2006,10482119
Ohio University-Lancaster Campus,Ohio,2005,10423774
Ohio University-Lancaster Campus,Ohio,2004,11370865
Ohio University-Lancaster Campus,Ohio,2003,10014981
Ohio University-Lancaster Campus,Ohio,2002,8776389
Ohio University-Main Campus,Ohio,2022,634602280
Ohio University-Main Campus,Ohio,2021,787309514
Ohio University-Main Campus,Ohio,2020,686892270
Ohio University-Main Campus,Ohio,2019,726235050
Ohio University-Main Campus,Ohio,2018,723729910
Ohio University-Main Campus,Ohio,2017,762648722
Ohio University-Main Campus,Ohio,2016,698676242
Ohio University-Main Campus,Ohio,2015,703333484
Ohio University-Main Campus,Ohio,2014,678227332
Ohio University-Main Campus,Ohio,2013,631074187
Ohio University-Main Campus,Ohio,2012,591643915
Ohio University-Main Campus,Ohio,2011,629482152
Ohio University-Main Campus,Ohio,2010,569073682
Ohio University-Main Campus,Ohio,2009,520957089
Ohio University-Main Campus,Ohio,2008,489674621
Ohio University-Main Campus,Ohio,2007,503552471
Ohio University-Main Campus,Ohio,2006,466588089
Ohio University-Main Campus,Ohio,2005,451092372
Ohio University-Main Campus,Ohio,2004,438133311
Ohio University-Main Campus,Ohio,2003,419593965
Ohio University-Main Campus,Ohio,2002,404140311
Ohio University-Southern Campus,Ohio,2022,11224565
Ohio University-Southern Campus,Ohio,2021,12142797
Ohio University-Southern Campus,Ohio,2020,11577302
Ohio University-Southern Campus,Ohio,2019,12903098
Ohio University-Southern Campus,Ohio,2018,12990896
Ohio University-Southern Campus,Ohio,2017,13493261
Ohio University-Southern Campus,Ohio,2016,11917657
Ohio University-Southern Campus,Ohio,2015,11883110
Ohio University-Southern Campus,Ohio,2014,13236626
Ohio University-Southern Campus,Ohio,2013,16567400
Ohio University-Southern Campus,Ohio,2012,14436326
Ohio University-Southern Campus,Ohio,2011,17286669
Ohio University-Southern Campus,Ohio,2010,16703801
Ohio University-Southern Campus,Ohio,2009,14468217
Ohio University-Southern Campus,Ohio,2008,13265987
Ohio University-Southern Campus,Ohio,2007,10975990
Ohio University-Southern Campus,Ohio,2006,11372602
Ohio University-Southern Campus,Ohio,2005,11626611
Ohio University-Southern Campus,Ohio,2004,14329402
Ohio University-Southern Campus,Ohio,2003,13434963
Ohio University-Southern Campus,Ohio,2002,13207010
Ohio University-Zanesville Campus,Ohio,2022,10393951
Ohio University-Zanesville Campus,Ohio,2021,10968162
Ohio University-Zanesville Campus,Ohio,2020,12011779
Ohio University-Zanesville Campus,Ohio,2019,13074380
Ohio University-Zanesville Campus,Ohio,2018,13155693
Ohio University-Zanesville Campus,Ohio,2017,14573254
Ohio University-Zanesville Campus,Ohio,2016,11813478
Ohio University-Zanesville Campus,Ohio,2015,11915595
Ohio University-Zanesville Campus,Ohio,2014,12926124
Ohio University-Zanesville Campus,Ohio,2013,13892676
Ohio University-Zanesville Campus,Ohio,2012,14080755
Ohio University-Zanesville Campus,Ohio,2011,14709559
Ohio University-Zanesville Campus,Ohio,2010,14608575
Ohio University-Zanesville Campus,Ohio,2009,13784912
Ohio University-Zanesville Campus,Ohio,2008,13047855
Ohio University-Zanesville Campus,Ohio,2007,11049814
Ohio University-Zanesville Campus,Ohio,2006,11424758
Ohio University-Zanesville Campus,Ohio,2005,11182001
Ohio University-Zanesville Campus,Ohio,2004,11443792
Ohio University-Zanesville Campus,Ohio,2003,10367893
Ohio University-Zanesville Campus,Ohio,2002,8583852
Oklahoma Panhandle State University,Oklahoma,2022,28287202
Oklahoma Panhandle State University,Oklahoma,2021,23419334
Oklahoma Panhandle State University,Oklahoma,2020,23959348
Oklahoma Panhandle State University,Oklahoma,2019,21138008
Oklahoma Panhandle State University,Oklahoma,2018,20476152
Oklahoma Panhandle State University,Oklahoma,2017,20934299
Oklahoma Panhandle State University,Oklahoma,2016,21397495
Oklahoma Panhandle State University,Oklahoma,2015,22367035
Oklahoma Panhandle State University,Oklahoma,2014,23103810
Oklahoma Panhandle State University,Oklahoma,2013,22794338
Oklahoma Panhandle State University,Oklahoma,2012,22192763
Oklahoma Panhandle State University,Oklahoma,2011,22291732
Oklahoma Panhandle State University,Oklahoma,2010,21526754
Oklahoma Panhandle State University,Oklahoma,2009,20077184
Oklahoma Panhandle State University,Oklahoma,2008,18902985
Oklahoma Panhandle State University,Oklahoma,2007,17443010
Oklahoma Panhandle State University,Oklahoma,2006,15548721
Oklahoma Panhandle State University,Oklahoma,2005,14255725
Oklahoma Panhandle State University,Oklahoma,2004,13034111
Oklahoma Panhandle State University,Oklahoma,2003,13920635
Oklahoma Panhandle State University,Oklahoma,2002,12819846
Oklahoma State University Center for Health Sciences,Oklahoma,2022,295025082
Oklahoma State University Center for Health Sciences,Oklahoma,2021,280626585
Oklahoma State University Center for Health Sciences,Oklahoma,2020,230687004
Oklahoma State University Center for Health Sciences,Oklahoma,2019,259788619
Oklahoma State University Center for Health Sciences,Oklahoma,2018,203767752
Oklahoma State University Center for Health Sciences,Oklahoma,2017,209732298
Oklahoma State University Center for Health Sciences,Oklahoma,2016,183886874
Oklahoma State University Center for Health Sciences,Oklahoma,2015,183776573
Oklahoma State University Center for Health Sciences,Oklahoma,2014,171186187
Oklahoma State University Center for Health Sciences,Oklahoma,2013,152211052
Oklahoma State University Center for Health Sciences,Oklahoma,2012,137746991
Oklahoma State University Center for Health Sciences,Oklahoma,2011,133222851
Oklahoma State University Center for Health Sciences,Oklahoma,2010,134686737
Oklahoma State University Center for Health Sciences,Oklahoma,2009,130030106
Oklahoma State University Center for Health Sciences,Oklahoma,2008,124112719
Oklahoma State University Center for Health Sciences,Oklahoma,2007,108121499
Oklahoma State University Center for Health Sciences,Oklahoma,2006,85606753
Oklahoma State University Center for Health Sciences,Oklahoma,2005,56362295
Oklahoma State University Center for Health Sciences,Oklahoma,2004,48270925
Oklahoma State University Center for Health Sciences,Oklahoma,2003,43407218
Oklahoma State University Center for Health Sciences,Oklahoma,2002,32705385
Oklahoma State University Institute of Technology,Oklahoma,2022,51064714
Oklahoma State University Institute of Technology,Oklahoma,2021,40330671
Oklahoma State University Institute of Technology,Oklahoma,2020,38550303
Oklahoma State University Institute of Technology,Oklahoma,2019,41752677
Oklahoma State University Institute of Technology,Oklahoma,2018,39528254
Oklahoma State University Institute of Technology,Oklahoma,2017,36288095
Oklahoma State University Institute of Technology,Oklahoma,2016,45341904
Oklahoma State University Institute of Technology,Oklahoma,2015,46143714
Oklahoma State University Institute of Technology,Oklahoma,2014,44396902
Oklahoma State University Institute of Technology,Oklahoma,2013,45221824
Oklahoma State University Institute of Technology,Oklahoma,2012,45779015
Oklahoma State University Institute of Technology,Oklahoma,2011,41916183
Oklahoma State University Institute of Technology,Oklahoma,2010,40127627
Oklahoma State University Institute of Technology,Oklahoma,2009,38022506
Oklahoma State University Institute of Technology,Oklahoma,2008,36136753
Oklahoma State University Institute of Technology,Oklahoma,2007,33884874
Oklahoma State University Institute of Technology,Oklahoma,2006,32076184
Oklahoma State University Institute of Technology,Oklahoma,2005,30233616
Oklahoma State University Institute of Technology,Oklahoma,2004,28086002
Oklahoma State University Institute of Technology,Oklahoma,2003,29103024
Oklahoma State University Institute of Technology,Oklahoma,2002,28211895
Oklahoma State University-Main Campus,Oklahoma,2022,951840287
Oklahoma State University-Main Campus,Oklahoma,2021,920254334
Oklahoma State University-Main Campus,Oklahoma,2020,1000380638
Oklahoma State University-Main Campus,Oklahoma,2019,895949044
Oklahoma State University-Main Campus,Oklahoma,2018,850870072
Oklahoma State University-Main Campus,Oklahoma,2017,876339966
Oklahoma State University-Main Campus,Oklahoma,2016,838991617
